lm_feature_code,description,lm_system,lm_vendor
86141SCFD_2014_0F,Autodesk Simulation CFD 2014,flexlm,adskflex
86142SCFDA_2014_0F,Autodesk Simulation CFD 2014 Advanced,flexlm,adskflex
86143SCACIS_2014_0F,Autodesk Simulation CFD 2014 Connection for ACIS,flexlm,adskflex
86144SCFDNX_2014_0F,Autodesk Simulation CFD 2014 Connection for NX,flexlm,adskflex
86145SCFDP_2014_0F,Autodesk Simulation CFD 2014 Connection for Parasolid,flexlm,adskflex
86146SCPROE_2014_0F,Autodesk Simulation CFD 2014 Connection for Pro/E,flexlm,adskflex
86147SCDSE_2014_0F,Autodesk Simulation CFD 2014 Design Study Environment,flexlm,adskflex
86148SCFDM_2014_0F,Autodesk Simulation CFD 2014 Motion,flexlm,adskflex
86149ECSCAD_2014_0F,AutoCAD ecscad 2014,flexlm,adskflex
86150ACAD_E_2014_0F,AutoCAD Electrical 2014,flexlm,adskflex
86151SIMDFM_2014_0F,Autodesk Simulation DFM 2014,flexlm,adskflex
86152MFAA_2014_0F,Autodesk Simulation Moldflow Adviser Ultimate 2014,flexlm,adskflex
86153MFAM_2014_0F,Autodesk Simulation Moldflow Adviser Premium 2014,flexlm,adskflex
86154MFAD_2014_0F,Autodesk Simulation Moldflow Adviser Standard 2014,flexlm,adskflex
86155MFIP_2014_0F,Autodesk Simulation Moldflow Insight Premium 2014,flexlm,adskflex
86156MFIA_2014_0F,Autodesk Simulation Moldflow Insight Ultimate 2014,flexlm,adskflex
86157MFIB_2014_0F,Autodesk Simulation Moldflow Insight Standard 2014,flexlm,adskflex
86158MFS_2014_0F,Autodesk Simulation Moldflow Synergy 2014,flexlm,adskflex
86159INVNTOR_2014_0F,Autodesk Inventor 2014,flexlm,adskflex
86161INVLT_2014_0F,Autodesk Inventor LT 2014,flexlm,adskflex
86162INVOEM_2014_0F,Autodesk Inventor OEM 2014,flexlm,adskflex
86163INVPROSA_2014_0F,Autodesk Inventor Professional 2014,flexlm,adskflex
86165GMCADC_2014_0F,Autodesk GM CAD Convertors 2014,flexlm,adskflex
86166NAVMAN_2014_0F,Autodesk Navisworks Manage 2014,flexlm,adskflex
86167VLTC_2014_0F,Autodesk Vault Collaboration 2014,flexlm,adskflex
86168VTCAEC_2014_0F,Autodesk Vault Collaboration AEC 2014,flexlm,adskflex
86169PCOFFI_2014_0F,Autodesk Vault Office 2014,flexlm,adskflex
86170VLTM_2014_0F,Autodesk Vault Professional 2014,flexlm,adskflex
86171VLTWG_2014_0F,Autodesk Vault Workgroup 2014,flexlm,adskflex
86172NAVSIM_2014_0F,Autodesk Navisworks Simulate 2014,flexlm,adskflex
86173CIV3D_2014_0F,AutoCAD Civil 3D 2014,flexlm,adskflex
86174MAP_2014_0F,AutoCAD Map 3D 2014,flexlm,adskflex
86175INFMDR_2014_0F,Autodesk InfraWorks 2014,flexlm,adskflex
86176IMS_2014_0F,Autodesk Infrastructure Map Server 2014,flexlm,adskflex
86177MFCD_2014_0F,CADdoctor for Autodesk Simulation 2014,flexlm,adskflex
86178CAMDCT_2014_0F,Autodesk Fabrication CAMduct 2014,flexlm,adskflex
86179CAMDCT_F,Autodesk Fabrication CAMduct Package,flexlm,adskflex
86179CAMDCT_T_F,Autodesk Fabrication CAMduct,flexlm,adskflex
86180INVPUB_2014_0F,Autodesk Inventor Publisher 2014,flexlm,adskflex
86181CAMLTE_2014_0F,Autodesk Fabrication CAMduct Components 2014,flexlm,adskflex
86182CAMLTE_F,Autodesk Fabrication CAMduct Components Package,flexlm,adskflex
86184CADMEP_2014_0F,Autodesk Fabrication CADmep 2014,flexlm,adskflex
86185ESTMEP_2014_0F,Autodesk Fabrication ESTmep 2014,flexlm,adskflex
86186ESTMEP_F,Autodesk Fabrication ESTmep Package,flexlm,adskflex
86186ESTMEP_T_F,Autodesk Fabrication ESTmep,flexlm,adskflex
86187RMNTRY_2014_0F,Autodesk Fabrication RemoteEntry 2014,flexlm,adskflex
86188RMNTRY_F,Autodesk Fabrication RemoteEntry Package,flexlm,adskflex
86189TRCKIT_2014_0F,Autodesk Fabrication Tracker 2014,flexlm,adskflex
86190TRCKIT_F,Autodesk Fabrication Tracker Package,flexlm,adskflex
86191T1MF_2014_0F,T1 Enterprise Multi-flex 2014,flexlm,adskflex
86193T1MFPV_2014_0F,T1 Enterprise Multi-flex Prior Version 2014,flexlm,adskflex
86195OSPRO_2014_0F,Autodesk Opticore Studio Professional 2014,flexlm,adskflex
86196RTRTCL_2014_0F,Autodesk Real-Time Ray Tracing Cluster 2014,flexlm,adskflex
86197IMRH_2014_0F,Autodesk InfraWorks Roads & Highways 2014,flexlm,adskflex
86198FDU_2014_0F,Autodesk Factory Design Utilities 2014,flexlm,adskflex
86199FDU_F,Autodesk Factory Design Utilities Package,flexlm,adskflex
86199FDU_T_F,Autodesk Factory Design Utilities,flexlm,adskflex
86200SMKMACBRN_2014_0F,Autodesk Smoke 2014 for Mac OS X Burn,flexlm,adskflex
86200SMKMACWG_2014_0F,Autodesk Smoke Wiretap Gateway 2014,flexlm,adskflex
86200SMKMAC_2014_0F,Autodesk Smoke 2014 for Mac OS X,flexlm,adskflex
86201INVPUB_2013_1F,Autodesk Inventor Publisher 2013 R1,flexlm,adskflex
86202INVPUB_F,Autodesk Inventor Publisher Package,flexlm,adskflex
86203SBPNL_2014_0F,Autodesk SketchBook Pro for Enterprise 2014,flexlm,adskflex
86204SBPNL_F,Autodesk SketchBook Pro for Enterprise Package,flexlm,adskflex
86205IMS5A_2014_0F,Autodesk Infrastructure Map Server 5 Activations 2014,flexlm,adskflex
86206ADKVRD_2014_0F,Autodesk VRED 2014,flexlm,adskflex
86207VRDDES_2014_0F,Autodesk VRED Design 2014,flexlm,adskflex
86208VRDPRO_2014_0F,Autodesk VRED Professional 2014,flexlm,adskflex
86209VRDSRV_2014_0F,Autodesk VRED Server 2014,flexlm,adskflex
86210VRDPRS_2014_0F,Autodesk VRED Presenter 2014,flexlm,adskflex
86211DCMVRD_2014_0F,Autodesk Display Cluster Module for Autodesk VRED Design 2014,flexlm,adskflex
86212RCMVRD_2014_0F,Autodesk Raytracing Cluster Module for Autodesk VRED 2014,flexlm,adskflex
86213MAYAMMR1_2015_0F,Autodesk Maya 2015 Mental Ray 1,flexlm,adskflex
86213MAYA_2015_0F,Autodesk Maya 2015,flexlm,adskflex
86214MAYA_F,Maya Package,flexlm,adskflex
86214TRTLPB_2015_0F,Turtle for Maya 2015,flexlm,adskflex
86216T1MFSB_2014_0F,T1 Enterprise Multi-flex Standard Bundle 2014,flexlm,adskflex
86219ATCIGM_2015_0F,Autodesk Alias TC Integrator for GM 2015,flexlm,adskflex
86220GMCADC_2015_0F,Autodesk GM CAD Convertors 2015,flexlm,adskflex
86221AUTOST_2015_0F,Autodesk Alias Automotive 2015,flexlm,adskflex
86222DESNST_2015_0F,Autodesk Alias Design 2015,flexlm,adskflex
86223SURFST_2015_0F,Autodesk Alias Surface 2015,flexlm,adskflex
86226FRMITP_2014_0F,Autodesk Vasari,flexlm,adskflex
86227DSPRM_2015_0F,Autodesk AutoCAD Design Suite Premium 2015,flexlm,adskflex
86228DSSTD_2015_0F,Autodesk AutoCAD Design Suite Standard 2015,flexlm,adskflex
86229DSADV_2015_0F,Autodesk AutoCAD Design Suite Ultimate 2015,flexlm,adskflex
86232ACDLTC_2015_0F,Autodesk AutoCAD LT Civil Suite 2015,flexlm,adskflex
86233INVLTS_2015_0F,Autodesk AutoCAD Inventor LT Suite 2015,flexlm,adskflex
86234REVITS_2015_0F,Autodesk AutoCAD Revit Architecture Suite 2015,flexlm,adskflex
86235RVTLTS_2015_0F,Autodesk AutoCAD Revit LT Suite 2015,flexlm,adskflex
86236REVSYP_2015_0F,Autodesk AutoCAD Revit MEP Suite 2015,flexlm,adskflex
86237REVSU_2015_0F,Autodesk AutoCAD Revit Structure Suite 2015,flexlm,adskflex
86238BDSPRM_2015_0F,Autodesk Building Design Suite Premium 2015,flexlm,adskflex
86240T1MFPB_F,T1 Enterprise Multi-Flex Standard Prior Version Bundle Package,flexlm,adskflex
86241MXECSP_2015_0F,Autodesk 3ds Max Entertainment Creation Suite Premium 2015,flexlm,adskflex
86242MXECS_2015_0F,Autodesk 3ds Max Entertainment Creation Suite Standard 2015,flexlm,adskflex
86243ENCSU_2015_0F,Autodesk Entertainment Creation Suite Ultimate 2015,flexlm,adskflex
86244BDSS_2015_0F,Autodesk Building Design Suite Standard 2015,flexlm,adskflex
86245BDSADV_2015_0F,Autodesk Building Design Suite Ultimate 2015,flexlm,adskflex
86246DES_ACA_2015_0F,Autodesk Design Academy 2015,flexlm,adskflex
86247EMS_2015_0F,Autodesk Education Master Suite 2015,flexlm,adskflex
86248ESEC_2015_0F,Autodesk Entertainment Creation Suite For Education 2015,flexlm,adskflex
86249FDSPRM_2015_0F,Autodesk Factory Design Suite Premium 2015,flexlm,adskflex
86250FDSS_2015_0F,Autodesk Factory Design Suite Standard 2015,flexlm,adskflex
86251FDSADV_2015_0F,Autodesk Factory Design Suite Ultimate 2015,flexlm,adskflex
86252IDSP_2015_0F,Autodesk Infrastructure Design Suite Premium 2015,flexlm,adskflex
86253IDSS_2015_0F,Autodesk Infrastructure Design Suite Standard 2015,flexlm,adskflex
86254IDSU_2015_0F,Autodesk Infrastructure Design Suite Ultimate 2015,flexlm,adskflex
86255INVETO_2015_0F,Autodesk Inventor Engineer-to-Order Series 2015,flexlm,adskflex
86256MYECSP_2015_0F,Autodesk Maya Entertainment Creation Suite Premium 2015,flexlm,adskflex
86257MYECS_2015_0F,Autodesk Maya Entertainment Creation Suite Standard 2015,flexlm,adskflex
86258PDSPRM_2015_0F,Autodesk Plant Design Suite Premium 2015,flexlm,adskflex
86259PLTDSS_2015_0F,Autodesk Plant Design Suite Standard 2015,flexlm,adskflex
86260PDSADV_2015_0F,Autodesk Plant Design Suite Ultimate 2015,flexlm,adskflex
86261ESME_2015_0F,Autodesk Product Design Suite for Education 2015,flexlm,adskflex
862623DSMAX_2015_0F,Autodesk 3ds Max 2015,flexlm,adskflex
86263MAXDES_2015_0F,Autodesk 3ds Max Design 2015,flexlm,adskflex
86264MOBPRO_2015_0F,Autodesk MotionBuilder 2015,flexlm,adskflex
86265MBXPRO_2015_0F,Autodesk Mudbox 2015,flexlm,adskflex
86266PDSP_2015_0F,Autodesk Product Design Suite Premium 2015,flexlm,adskflex
86267PDSS_2015_0F,Autodesk Product Design Suite Standard 2015,flexlm,adskflex
86268PDSU_2015_0F,Autodesk Product Design Suite Ultimate 2015,flexlm,adskflex
86269SFTIMSIB_2015_0F,Autodesk Softimage 2015 SIBatch,flexlm,adskflex
86269SFTIM_2015_0F,Autodesk Softimage 2015,flexlm,adskflex
86270SIECS_2015_0F,Autodesk Softimage Entertainment Creation Suite Standard 2015,flexlm,adskflex
86271MRSTND_2015_0F,mental ray Standalone 2015,flexlm,adskflex
86272AAA_2015_0F,Autodesk Animation Academy 2015,flexlm,adskflex
86273RVT_2015_0F,Autodesk Revit 2015,flexlm,adskflex
86274REVIT_2015_0F,Autodesk Revit Architecture 2015,flexlm,adskflex
86275RVTLT_2015_0F,Autodesk Revit LT 2015,flexlm,adskflex
86276RVTMPB_2015_0F,Autodesk Revit MEP 2015,flexlm,adskflex
86277REVITST_2015_0F,Autodesk Revit Structure 2015,flexlm,adskflex
86279AMECH_PP_2015_0F,Autodesk AutoCAD Mechanical 2015,flexlm,adskflex
86280STRDET_2015_0F,Autodesk AutoCAD Structural Detailing 2015,flexlm,adskflex
86281CADMEP_2015_0F,Autodesk Fabrication CADmep 2015,flexlm,adskflex
86282CADMEP_F,Autodesk Fabrication CADmep Package,flexlm,adskflex
86282CADMEP_T_F,Autodesk Fabrication CADmep,flexlm,adskflex
86283CAMDCT_2015_0F,Autodesk Fabrication CAMduct 2015,flexlm,adskflex
86284CAMLTE_2015_0F,Autodesk Fabrication CAMduct Components 2015,flexlm,adskflex
86285ESTMEP_2015_0F,Autodesk Fabrication ESTmep 2015,flexlm,adskflex
86286RMNTRY_2015_0F,Autodesk Fabrication RemoteEntry 2015,flexlm,adskflex
86287TRCKIT_2015_0F,Autodesk Fabrication Tracker 2015,flexlm,adskflex
86288ARCHDESK_2015_0F,Autodesk AutoCAD Architecture 2015,flexlm,adskflex
86289ECSCAD_2015_0F,Autodesk AutoCAD ecscad 2015,flexlm,adskflex
86290ACAD_E_2015_0F,Autodesk AutoCAD Electrical 2015,flexlm,adskflex
86291ACDLTM_2015_0F,Autodesk AutoCAD LT 2015 for Mac,flexlm,adskflex
86292BLDSYS_2015_0F,Autodesk AutoCAD MEP 2015,flexlm,adskflex
86293ACDLT_2015_0F,Autodesk AutoCAD LT 2015,flexlm,adskflex
86294ARDES_2015_0F,Autodesk AutoCAD Raster Design 2015,flexlm,adskflex
86295ACD_2015_0F,Autodesk AutoCAD 2015,flexlm,adskflex
86296PLNT3D_2015_0F,Autodesk AutoCAD Plant 3D 2015,flexlm,adskflex
86297RSAPRO_2015_0F,Autodesk Robot Structural Analysis Professional 2015,flexlm,adskflex
86298PNTLAY_2014_0F,Autodesk Point Layout 2014,flexlm,adskflex
86300ECSCAD_2014,Autodesk AutoCAD ecscad 2014,flexlm,adskflex
86300ECSCAD_2014_1F,Autodesk AutoCAD ecscad 2014 R2,flexlm,adskflex
86301PNID_2015_0F,Autodesk AutoCAD P&ID 2015,flexlm,adskflex
86303ACDMAC_2015_0F,Autodesk AutoCAD 2015 for Mac,flexlm,adskflex
86304PCOFFI_2015_0F,Autodesk Vault Office 2015,flexlm,adskflex
86305VLTM_2015_0F,Autodesk Vault Professional 2015,flexlm,adskflex
86306VLTWG_2015_0F,Autodesk Vault Workgroup 2015,flexlm,adskflex
86307VRDDES_F,Autodesk VRED Design Package,flexlm,adskflex
86307VRDDES_T_F,Autodesk VRED Design,flexlm,adskflex
86308DCMVRD_F,Autodesk Display Cluster Module for Autodesk VRED Design Package,flexlm,adskflex
86309RCMVRD_F,Autodesk Raytracing Cluster Module for Autodesk VRED Package,flexlm,adskflex
86309RCMVRD_T_F,Autodesk VRED Render Node,flexlm,adskflex
86310ADKVRD_F,Autodesk VRED Package,flexlm,adskflex
86310ADKVRD_T_F,Autodesk VRED,flexlm,adskflex
86311VRDPRS_F,Autodesk VRED Presenter Package,flexlm,adskflex
86311VRDPRS_T_F,Autodesk VRED Presenter,flexlm,adskflex
86312VRDPRO_F,Autodesk VRED Professional Package,flexlm,adskflex
86312VRDPRO_T_F,Autodesk VRED Professional,flexlm,adskflex
86313VRDSRV_F,Autodesk VRED Server Package,flexlm,adskflex
86313VRDSRV_T_F,Autodesk VRED Server,flexlm,adskflex
86314INVNTOR_2015_0F,Autodesk Inventor 2015,flexlm,adskflex
86315INTSER_2015_0F,Autodesk Inventor Engineer-to-Order Server 2015,flexlm,adskflex
86316INVLT_2015_0F,Autodesk Inventor LT 2015,flexlm,adskflex
86317INVOEM_2015_0F,Autodesk Inventor OEM 2015,flexlm,adskflex
86318INVPROSA_2015_0F,Autodesk Inventor Professional 2015,flexlm,adskflex
86319SIMDFM_2015_0F,Autodesk Simulation DFM 2015,flexlm,adskflex
86320MFAM_2015_0F,Autodesk Simulation Moldflow Adviser Premium 2015,flexlm,adskflex
86321MFAD_2015_0F,Autodesk Simulation Moldflow Adviser Standard 2015,flexlm,adskflex
86322MFAA_2015_0F,Autodesk Simulation Moldflow Adviser Ultimate 2015,flexlm,adskflex
86323MFIP_2015_0F,Autodesk Simulation Moldflow Insight Premium 2015,flexlm,adskflex
86324MFIB_2015_0F,Autodesk Simulation Moldflow Insight Standard 2015,flexlm,adskflex
86325MFIA_2015_0F,Autodesk Simulation Moldflow Insight Ultimate 2015,flexlm,adskflex
86326MFS_2015_0F,Autodesk Simulation Moldflow Synergy 2015,flexlm,adskflex
86327MFCD_2015_0F,CADdoctor for Autodesk Simulation 2015,flexlm,adskflex
86328SBRDES_2014_0F,Autodesk Structural Bridge Design 2014,flexlm,adskflex
86328SBRDES_2016_0F,Autodesk Structural Bridge Design 2016,flexlm,adskflex
86329SBRDES_F,Autodesk Structural Bridge Design Package,flexlm,adskflex
86329SBRDES_T_F,Autodesk Structural Bridge Design,flexlm,adskflex
86330TSPRHN_4_0F,Autodesk T-Splines Plug-in 4.0 for Rhino 2015,flexlm,adskflex
86332RDIW360P_F,Autodesk Roadway Design for InfraWorks 360 Pro Package,flexlm,adskflex
86333VEHTRK_2014_0F,Autodesk Vehicle Tracking 2014,flexlm,adskflex
86334VEHTRK_F,Autodesk Vehicle Tracking Package,flexlm,adskflex
86334VEHTRK_T_F,Autodesk Vehicle Tracking,flexlm,adskflex
86335FDU_2015_0F,Autodesk Factory Design Utilities 2015,flexlm,adskflex
86336SCFD_2015_0F,Autodesk Simulation CFD 2015,flexlm,adskflex
86337SCFDA_2015_0F,Autodesk Simulation CFD 2015 Advanced,flexlm,adskflex
86338SCACIS_2015_0F,Autodesk Simulation CFD 2015 Connection for ACIS,flexlm,adskflex
86339SCFDNX_2015_0F,Autodesk Simulation CFD 2015 Connection for NX,flexlm,adskflex
86340SCFDP_2015_0F,Autodesk Simulation CFD 2015 Connection for Parasolid,flexlm,adskflex
86341SCPROE_2015_0F,Autodesk Simulation CFD 2015 Connection for Pro/E,flexlm,adskflex
86342SCDSE_2015_0F,Autodesk Simulation CFD 2015 Design Study Environment,flexlm,adskflex
86343SCFDM_2015_0F,Autodesk Simulation CFD 2015 Motion,flexlm,adskflex
86344ACMPAN_2015_0F,Autodesk Simulation Composite Analysis 2015,flexlm,adskflex
86345ACMPAN_F,Autodesk Simulation Composite Analysis Package,flexlm,adskflex
86345ACMPAN_T_F,Autodesk Helius PFA,flexlm,adskflex
86346ACMPDS_2015_0F,Autodesk Simulation Composite Design 2015,flexlm,adskflex
86347ACMPDS_F,Autodesk Simulation Composite Design Package,flexlm,adskflex
86347ACMPDS_T_F,Autodesk Helius Composite,flexlm,adskflex
86348ASMES_2015_0F,Autodesk Simulation Mechanical 2015,flexlm,adskflex
86349ASPRO_2015_0F,Autodesk Simulation Multiphysics 2015,flexlm,adskflex
86350NAVMAN_2015_0F,Autodesk Navisworks Manage 2015,flexlm,adskflex
86351NAVSIM_2015_0F,Autodesk Navisworks Simulate 2015,flexlm,adskflex
86352SBPNL_2015_0F,Autodesk SketchBook Pro 2015,flexlm,adskflex
86354CIV3D_2015_0F,Autodesk AutoCAD Civil 3D 2015,flexlm,adskflex
86355MAP_2015_0F,Autodesk AutoCAD Map 3D 2015,flexlm,adskflex
86356UTLDESN_2015_0F,Autodesk AutoCAD Utility Design 2015,flexlm,adskflex
86357IMS_2015_0F,Autodesk Infrastructure Map Server 2015,flexlm,adskflex
86358IMS5A_2015_0F,Autodesk Infrastructure Map Server 5 Activations 2015,flexlm,adskflex
86359INFMDR_2015_0F,Autodesk InfraWorks 2015,flexlm,adskflex
86360IMRH_2015_0F,Autodesk InfraWorks bundle -- Roads & Highways 2015,flexlm,adskflex
86361IMRH_F,Autodesk InfraWorks bundle -- Roads & Highways Package,flexlm,adskflex
86362ACLTNL_2015_0F,Autodesk AutoCAD LT 2015 Flexible License,flexlm,adskflex
86363ACLTNL_F,Autodesk AutoCAD LT Flexible License Package,flexlm,adskflex
86366VRDPRS_2015_0F,Autodesk VRED Presenter 2015,flexlm,adskflex
86367VRDPRO_2015_0F,Autodesk VRED Professional 2015,flexlm,adskflex
86368CADMEP_F,Autodesk Fabrication CADmep Package,flexlm,adskflex
86369SHOWCASE_2015_0F,Autodesk Showcase 2015,flexlm,adskflex
86370SHOWPRO_2015_0F,Autodesk Showcase Professional 2015,flexlm,adskflex
86371ALAUST_2015_0F,Autodesk Alias AutoStudio 2015,flexlm,adskflex
86372ALAUST_F,Autodesk Alias AutoStudio Package,flexlm,adskflex
86372ALAUST_T_F,Autodesk Alias AutoStudio,flexlm,adskflex
86373ADSTCP_2015_0F,Autodesk Advance Concrete 2015,flexlm,adskflex
86374ADSTCP_F,Autodesk Advance Concrete Package,flexlm,adskflex
86374ADSTCP_T_F,Autodesk Advance Concrete,flexlm,adskflex
86375ADSTPR_2015_0F,Autodesk Advance Steel 2015,flexlm,adskflex
86376ADSTPR_F,Autodesk Advance Steel Package,flexlm,adskflex
86376ADSTPR_T_F,Autodesk Advance Steel,flexlm,adskflex
86377SMKMACBRN_2015_0F,Autodesk Smoke 2015 for Mac OS X Burn,flexlm,adskflex
86377SMKMACWG_2015_0F,Autodesk Smoke Wiretap Gateway 2015,flexlm,adskflex
86377SMKMAC_2015_0F,Autodesk Smoke 2015 for Mac OS X,flexlm,adskflex
86378VRDDES_2015_0F,Autodesk VRED Design 2015,flexlm,adskflex
86379ADKVRD_2015_0F,Autodesk VRED 2015,flexlm,adskflex
86380VRDSRV_2015_0F,Autodesk VRED Server 2015,flexlm,adskflex
86381ASPACD_2015_0F,Autodesk Advance Steel 2015 with AutoCAD,flexlm,adskflex
86382ASPACD_F,Autodesk Advance Steel with AutoCAD Package,flexlm,adskflex
86382ASPACD_T_F,Autodesk Advance Steel with AutoCAD,flexlm,adskflex
86383DCMVRD_2015_0F,Autodesk Display Cluster Module for Autodesk VRED Design 2015,flexlm,adskflex
86384PNTLAY_2015_0F,Autodesk Point Layout 2015,flexlm,adskflex
86385PNTLAY_F,Autodesk Point Layout Bundle,flexlm,adskflex
86385PNTLAY_T_F,Autodesk Point Layout,flexlm,adskflex
86386RCMVRD_2015_0F,Autodesk Raytracing Cluster Module for Autodesk VRED 2015,flexlm,adskflex
86387MFIP_F,Autodesk Simulation Moldflow Insight Premium Package,flexlm,adskflex
86387MFIP_T_F,Autodesk Moldflow Insight Premium,flexlm,adskflex
86388VEHTRK_2015_0F,Autodesk Vehicle Tracking 2015,flexlm,adskflex
86389ACMPAN_F,Autodesk Simulation Composite Analysis Package,flexlm,adskflex
86390IW360P_2015_0F,Autodesk InfraWorks 360 2015,flexlm,adskflex
86391IW360P_F,Autodesk InfraWorks 360 Package,flexlm,adskflex
86391IW360P_T_F,Autodesk InfraWorks 360,flexlm,adskflex
86392INVHSM_2015_0F,Autodesk Inventor HSM 2015,flexlm,adskflex
86393INVHSM_F,Autodesk Inventor HSM Package,flexlm,adskflex
86393INVHSM_T_F,Autodesk Inventor HSM,flexlm,adskflex
86394INHSMP_2015_0F,Autodesk Inventor HSM Pro 2015,flexlm,adskflex
86395INHSMP_F,Autodesk Inventor HSM Pro Package,flexlm,adskflex
86395INHSMP_T_F,Autodesk Inventor HSM Pro,flexlm,adskflex
86396IW360C_2015_0F,Autodesk InfraWorks 360 - companion 2015,flexlm,adskflex
86397IW360C_F,Autodesk InfraWorks 360 - companion Package,flexlm,adskflex
863983DSMXS_2015_0F,Autodesk 3ds Max with SoftImage 2015,flexlm,adskflex
863993DSMXS_F,Autodesk 3ds Max with SoftImage Package,flexlm,adskflex
863993DSMXS_T_F,Autodesk 3ds Max with SoftImage,flexlm,adskflex
86400MAYAS_2015_0F,Autodesk Maya with SoftImage 2015,flexlm,adskflex
86401MAYAS_F,Autodesk Maya with SoftImage Package,flexlm,adskflex
86402RECAP_2015_0F,Autodesk ReCap 2015,flexlm,adskflex
86403RECAP_F,Autodesk ReCap 360 Ultimate Package,flexlm,adskflex
86403RECAP_T_F,Autodesk ReCap 360 Pro,flexlm,adskflex
86404HSMPRM_2015_0F,Autodesk HSMWorks Premium 2015,flexlm,adskflex
86405HSMPRM_F,Autodesk HSMWorks Premium Package,flexlm,adskflex
86406HSMPRO_2015_0F,Autodesk HSMWorks Professional 2015,flexlm,adskflex
86407HSMPRO_F,Autodesk HSMWorks Professional Package,flexlm,adskflex
86408T1MF_2015_0F,T1 Enterprise Multi-flex 2015,flexlm,adskflex
86409T1MF_F,T1 Enterprise Multi-flex Package,flexlm,adskflex
86410INVPUB_2015_0F,Autodesk Inventor Publisher 2015,flexlm,adskflex
86412T1MFPV_2015_0F,T1 Enterprise Multi-flex Prior Version 2015,flexlm,adskflex
86414T1MFSB_2015_0F,T1 Enterprise Multi-flex Standard Bundle 2015,flexlm,adskflex
86415T1MFSB_F,T1 Enterprise Multi-flex Standard Bundle Package,flexlm,adskflex
86416T1MFPB_2015_0F,T1 Enterprise Multi-Flex Standard Prior Version Bundle 2015,flexlm,adskflex
86417EMFEB_2015_0F,Enterprise Multi-Flex Enhanced Bundle 2015,flexlm,adskflex
86419BRDGMD_2015_0F,Autodesk Bridge Module 2015,flexlm,adskflex
86420BRDGMD_F,Autodesk Bridge Module Package,flexlm,adskflex
86421GEOMOD_2015_0F,Autodesk Geotechnical Module 2015,flexlm,adskflex
86422GEOMOD_F,Autodesk Geotechnical Module Package,flexlm,adskflex
86423RFAMOD_2015_0F,Autodesk River and Flood Analysis Module 2015,flexlm,adskflex
86424RFAMOD_F,Autodesk River and Flood Analysis Module Package,flexlm,adskflex
86425SMKDS_2015_0F,Autodesk Smoke 2015 Desktop Rental,flexlm,adskflex
86426SMKDS_F,Autodesk Smoke Desktop Rental Package,flexlm,adskflex
86427ALAUST_2016_0F,Autodesk Alias AutoStudio 2016,flexlm,adskflex
86428DESNST_2016_0F,Autodesk Alias Design 2016,flexlm,adskflex
86429SURFST_2016_0F,Autodesk Alias Surface 2016,flexlm,adskflex
86430ATCIGM_2016_0F,Autodesk Alias TC Integrator for GM 2016,flexlm,adskflex
86431AAA_2016_0F,Autodesk Animation Academy 2016,flexlm,adskflex
86432DSADV_2016_0F,Autodesk AutoCAD Design Suite Ultimate 2016,flexlm,adskflex
86433EMS_2016_0F,Autodesk Education Master Suite 2016,flexlm,adskflex
86434ESEC_2016_0F,Autodesk Education Suite for Entertainment Creation 2016,flexlm,adskflex
86435ENCSU_2016_0F,Autodesk Entertainment Creation Suite Ultimate 2016,flexlm,adskflex
86436GMCADC_2016_0F,Autodesk GM CAD Convertors 2016,flexlm,adskflex
86437MAYAMMR1_2016_0F,Autodesk Maya 2016 Mental Ray 1,flexlm,adskflex
86437MAYA_2016_0F,Autodesk Maya 2016,flexlm,adskflex
86438MYECS_2016_0F,Autodesk Maya Entertainment Creation Suite Standard 2016,flexlm,adskflex
86439RSAPRO_2016_0F,Autodesk Robot Structural Analysis Professional 2016,flexlm,adskflex
86440SBPNL_2016_0F,Autodesk SketchBook Pro 2016,flexlm,adskflex
86441MAYAS_2016_0F,Autodesk Maya with SoftImage 2016,flexlm,adskflex
86442IDSU_2016_0F,Autodesk Infrastructure Design Suite Ultimate 2016,flexlm,adskflex
86443BDSADV_2016_0F,Autodesk Building Design Suite Ultimate 2016,flexlm,adskflex
86444DSPRM_2016_0F,Autodesk AutoCAD Design Suite Premium 2016,flexlm,adskflex
86445ACD_2016_0F,Autodesk AutoCAD 2016,flexlm,adskflex
86446DSSTD_2016_0F,Autodesk AutoCAD Design Suite Standard 2016,flexlm,adskflex
86447ACDLT_2016_0F,Autodesk AutoCAD LT 2016,flexlm,adskflex
86448ACLTNL_2016_0F,Autodesk AutoCAD LT 2016 Flexible License,flexlm,adskflex
86449RVTLTS_2016_0F,Autodesk AutoCAD Revit LT Suite 2016,flexlm,adskflex
86450STRDET_2016_0F,AutoCAD Structural Detailing 2016,flexlm,adskflex
86451BDSPRM_2016_0F,Autodesk Building Design Suite Premium 2016,flexlm,adskflex
86452BDSS_2016_0F,Autodesk Building Design Suite Standard 2016,flexlm,adskflex
86453RVT_2016_0F,Autodesk Revit 2016,flexlm,adskflex
86454REVIT_2016_0F,Autodesk Revit Architecture 2016,flexlm,adskflex
86455RVTLT_2016_0F,Autodesk Revit LT 2016,flexlm,adskflex
86456RVTMPB_2016_0F,Autodesk Revit MEP 2016,flexlm,adskflex
86457REVITST_2016_0F,Autodesk Revit Structure 2016,flexlm,adskflex
86458SIECS_2016_0F,Autodesk Softimage Entertainment Creation Suite Standard 2016,flexlm,adskflex
